Rk,Name,Tm,Lg,PA,HR,RBI,SB,BA,OPS,G,GS,Rtot,Pos Summary,rOBA,WAR
864,David Ortiz*,BOS,AL,713,47,148,1,0.3,1.001,1,0,0,1B,0.151,-0.1
865,Ramon Ortiz,CIN,NL,61,0,0,0,0.074,0.202,29,0,,P,0,2.4
866,Russ Ortiz,ARI,NL,43,0,1,0,0.206,0.506,20,5,0,1B-3B-OF,0.321,-0.1
867,Daniel Ortmeier#,SFG,NL,26,0,1,1,0.136,0.406,3,2,0,2B-SS,0.319,0.1
868,Chad Orvella,TBD,AL,0,0,0,0,,,114,106,-8,C-1B,0.068,-1.2
869,Keith Osik,WSN,NL,4,0,0,0,0,0,20,18,2,C,0,-0.4
870,Franquelis Osoria,LAD,NL,3,0,0,0,0,0,101,100,-8,C,0.119,0
871,Antonio Osuna,WSN,NL,0,0,0,0,,,26,22,-6,OF,0,-0.1
872,Roy Oswalt,HOU,NL,83,0,2,0,0.178,0.389,160,155,-15,OF,0.331,-0.6
873,Akinori Otsuka,SDP,NL,1,0,0,0,0,0,128,124,-3,C,0.357,0
874,Lyle Overbay*,MIL,NL,622,19,72,1,0.276,0.816,30,30,,P,0.248,0
875,Juan Carlos Oviedo,KCR,AL,0,0,0,0,,,127,124,2,OF,0.322,-0.1
876,Chris Oxspring*,SDP,NL,2,0,0,0,0,0,126,120,7,2B-3B-OF-SS,0.257,-0.2
877,Pablo Ozuna,CHW,AL,217,0,11,14,0.276,0.643,68,0,,P,0,-1.4
878,Juan Padilla,NYM,NL,2,0,0,0,0.5,1,23,23,,P,0.27,0.1
879,Vicente Padilla,PHI,NL,51,0,4,0,0.146,0.459,133,123,-1,C,0.163,0.1
880,Orlando Palmeiro*,HOU,NL,231,3,20,3,0.284,0.772,4,0,,P,0.39,-0.2
881,Rafael Palmeiro*,BAL,AL,422,18,60,2,0.266,0.786,57,49,1,C,0.202,0.2
882,Chan Ho Park,TOT,MLB,23,0,2,0,0.263,0.526,4,0,0,OF,0,0.4
883,Chan Ho Park,TEX,AL,5,0,0,0,0.4,0.8,2,1,0,OF,0.415,2.3
884,Chan Ho Park,SDP,NL,18,0,2,0,0.214,0.429,3,0,,P,0.035,-0.1
885,John Parrish*,BAL,AL,0,0,0,0,,,27,27,,P,0.396,1.7
886,Corey Patterson*,CHC,NL,483,13,34,15,0.215,0.602,29,1,,P,0.38,6.1
887,John Patterson,WSN,NL,68,0,0,0,0.102,0.269,3,0,,P,0,0.1
888,Josh Paul,LAA,AL,40,2,4,0,0.189,0.609,157,154,8,1B,0.046,0
889,Ronny Paulino,PIT,NL,5,0,0,0,0.5,1.1,5,0,,P,0.572,4.4
890,Carl Pavano,NYY,AL,7,0,0,0,0,0,105,97,9,2B-SS-3B-OF,0.294,0
891,Jay Payton,TOT,AL,435,18,63,0,0.267,0.749,64,0,,P,0,0.2
892,Jay Payton,BOS,AL,144,5,21,0,0.263,0.741,77,0,,P,0.318,-0.1
893,Jay Payton,OAK,AL,291,13,42,0,0.269,0.753,50,0,,P,0,-0.2
894,Jake Peavy,SDP,NL,63,0,2,0,0.189,0.466,45,36,-1,3B-1B-OF,0.373,
895,Brayan Peña#,ATL,NL,40,0,4,0,0.179,0.431,37,33,4,SS-2B,0.316,0.4
896,Carlos Pena*,DET,AL,295,18,44,0,0.235,0.802,17,15,0,C-1B,0.206,
897,Wily Mo Peña,CIN,NL,335,19,51,2,0.254,0.796,10,10,0,C,0.176,0
898,Hayden Penn,BAL,AL,3,0,0,0,0,0.5,31,31,,P,0,8.4
899,Brad Penny,LAD,NL,61,0,3,0,0.16,0.412,10,0,,P,0.363,0
900,Jhonny Peralta,CLE,AL,570,24,78,0,0.292,0.885,119,119,-1,3B,0.328,0.9
901,Joel Peralta,LAA,AL,0,0,0,0,,,6,4,,P,0.282,0
902,Troy Percival,DET,AL,0,0,0,0,,,16,0,,P,0.255,0
903,Antonio Perez,LAD,NL,287,3,23,11,0.297,0.758,2,0,0,SS,0.37,0
904,Eddie Pérez,ATL,NL,39,2,6,0,0.211,0.652,33,32,,P,0.136,0.7
905,Eduardo Perez,TBD,AL,190,11,28,0,0.255,0.865,6,0,0,OF,0.307,0
906,Miguel Perez,CIN,NL,3,0,0,0,0,0,149,147,-17,OF,0,-0.5
907,Neifi Perez#,CHC,NL,609,9,54,8,0.274,0.681,142,140,-10,3B,0,-0.2
908,Odalis Perez*,LAD,NL,42,0,0,0,0.121,0.268,5,1,,P,0.137,-0.1
909,Oliver Pérez*,PIT,NL,42,0,3,1,0.182,0.382,15,1,,P,0.455,
910,Timo Perez*,CHW,AL,196,2,15,2,0.218,0.562,41,0,,P,0.324,3.6
911,Tomas Perez#,PHI,NL,176,0,22,1,0.233,0.566,2,0,,P,0.323,-0.1
912,Matt Perisho*,TOT,MLB,0,0,0,0,,,10,7,,P,0.324,
913,Matt Perisho*,FLA,NL,0,0,0,0,,,30,30,,P,0.36,-0.1
914,Roberto Petagine*,BOS,AL,36,1,9,0,0.281,0.799,85,59,5,OF,0,0.2
915,Andy Pettitte*,HOU,NL,79,0,3,0,0.081,0.174,45,43,4,C,0,-0.2
916,Josh Phelps,TBD,AL,177,5,26,0,0.266,0.752,137,129,6,OF,0.12,4.4
917,Tommy Phelps*,MIL,NL,0,0,0,0,,,6,1,-1,OF,0.21,2.2
918,Andy Phillips,NYY,AL,41,1,4,0,0.15,0.496,30,0,,P,0.322,0
919,Brandon Phillips,CLE,AL,9,0,0,0,0,0,2,1,0,OF,0.321,0
920,Jason Phillips,LAD,NL,434,10,55,0,0.238,0.65,18,0,,P,0,0
921,Paul Phillips,KCR,AL,67,1,9,0,0.269,0.672,76,0,,P,0.302,
922,Mike Piazza,NYM,NL,442,19,62,0,0.251,0.778,69,52,-3,SS-3B-2B-OF,0.336,-0.1
923,Calvin Pickering*,KCR,AL,31,1,3,0,0.148,0.485,43,0,,P,0.272,-0.3
924,Jorge Piedra*,COL,NL,124,6,16,2,0.313,0.933,153,150,-16,SS,0.288,-0.8
925,Juan Pierre*,FLA,NL,719,2,47,57,0.276,0.68,118,74,-2,OF,0.342,0.6
926,A.J. Pierzynski*,CHW,AL,497,18,56,0,0.257,0.728,15,0,,P,0.386,2.1
927,Joel Pineiro,SEA,AL,5,0,0,0,0,0,39,25,3,OF,0.37,-0.1
928,Scott Podsednik*,CHW,AL,568,0,25,59,0.29,0.7,65,0,,P,0.334,0
929,Placido Polanco,TOT,MLB,551,9,56,4,0.331,0.83,4,1,,P,0.333,0
930,Placido Polanco,PHI,NL,173,3,20,0,0.316,0.793,36,1,,P,,0
931,Placido Polanco,DET,AL,378,6,36,4,0.338,0.846,161,159,-2,SS,0.31,0
932,Cliff Politte,CHW,AL,1,0,1,0,1,2,47,0,,P,0.258,-0.6
933,Sidney Ponson,BAL,AL,4,0,0,0,0.25,0.75,29,0,,P,0.308,0
934,Jorge Posada#,NYY,AL,546,19,71,1,0.262,0.782,7,0,,P,0.412,1.4
935,Jay Powell,ATL,NL,0,0,0,0,,,75,0,,P,0.378,0
936,Todd Pratt,PHI,NL,196,7,23,0,0.251,0.726,67,0,,P,0.216,0
937,Curtis Pride*,LAA,AL,11,0,0,0,0.091,0.273,15,0,,P,0.306,0.1
938,Chris Prieto*,LAA,AL,3,0,0,0,0,0,142,120,9,OF,0.287,0
939,Mark Prior,CHC,NL,56,0,3,0,0.229,0.531,58,0,,P,0.264,-0.1
940,Brandon Puffer,SFG,NL,0,0,0,0,,,55,42,-3,2B-SS,0.208,0
941,Albert Pujols,STL,NL,700,41,117,16,0.33,1.039,74,59,-3,OF,0.372,1.6
942,Bill Pulsipher*,STL,NL,0,0,0,0,,,71,0,,P,0.33,0
943,Nick Punto#,MIN,AL,439,4,26,13,0.239,0.636,15,12,-1,C,0.304,0
944,J.J. Putz,SEA,AL,0,0,0,0,,,141,138,-5,2B,0,
945,Chad Qualls,HOU,NL,1,0,0,0,0,0,109,101,-2,OF,0.247,0
946,Paul Quantrill*,TOT,MLB,1,0,0,0,0,0,31,31,,P,0.243,0
947,Paul Quantrill*,TOT,NL,1,0,0,0,0,0,94,81,-2,SS-3B-2B,0.175,0
948,Paul Quantrill*,NYY,AL,0,0,0,0,,,39,0,,P,0.355,1.2
949,Paul Quantrill*,SDP,NL,1,0,0,0,0,0,161,161,-11,3B-SS,0.297,0
950,Paul Quantrill*,FLA,NL,0,0,0,0,,,34,0,,P,0.315,-0.2
951,Robb Quinlan,LAA,AL,143,5,14,0,0.231,0.676,66,0,,P,0.281,1.2
952,Omar Quintanilla*,COL,NL,143,0,7,2,0.219,0.512,123,121,10,C,0.182,0
953,Humberto Quintero,HOU,NL,57,1,8,0,0.185,0.459,45,36,1,OF,0.455,0.5
954,Guillermo Quiroz,TOR,AL,39,0,4,0,0.194,0.506,74,46,4,2B-3B-SS,0,7.3
955,Brad Radke,MIN,AL,7,0,0,0,0,0,12,10,,P,0.061,2.1
956,Aramis Ramirez,CHC,NL,506,31,92,0,0.302,0.926,25,22,,P,0.39,-0.1
957,Elizardo Ramirez#,CIN,NL,8,0,0,0,0,0,1,0,0,SS,0.275,0.4
958,Hanley Ramirez,BOS,AL,2,0,0,0,0,0,30,30,,P,0.307,0
959,Horacio Ramirez*,ATL,NL,77,0,2,0,0.219,0.49,56,55,11,3B,0.309,9.4
960,Julio Ramirez,SFG,NL,4,0,1,0,0.25,0.5,157,156,11,SS,0.275,0
961,Manny Ramirez,BOS,AL,650,45,144,1,0.292,0.982,14,7,1,OF,0.354,0
962,Joe Randa,TOT,NL,609,17,68,0,0.276,0.787,68,0,,P,0.312,2.8
963,Joe Randa,CIN,NL,368,13,48,0,0.289,0.847,13,12,-1,C,0.401,0.2
964,Joe Randa,SDP,NL,241,4,20,0,0.256,0.698,9,5,2,OF,0.21,1.1
965,Darrell Rasner,WSN,NL,0,0,0,0,,,42,33,1,C,0.239,0
966,Jon Rauch,WSN,NL,8,0,1,0,0.143,0.286,157,151,11,OF,0.23,0
967,Chris Ray,BAL,AL,0,0,0,0,,,20,18,,P,0.323,0.1
968,Tim Redding,TOT,MLB,9,0,0,0,0,0,4,1,,P,0.257,0.1
969,Tim Redding,SDP,NL,9,0,0,0,0,0,46,19,,P,0.378,1.6
970,Mark Redman*,PIT,NL,60,0,2,0,0.113,0.274,69,0,,P,0.286,4.9
971,Tike Redman*,PIT,NL,344,2,26,4,0.251,0.625,25,16,1,OF-3B,0.157,0
972,Mike Redmond,MIN,AL,159,1,26,0,0.311,0.742,29,27,,P,0.455,0
973,Jeremy Reed*,SEA,AL,544,3,45,12,0.254,0.675,31,31,,P,0.141,-0.3
974,Keith Reed,BAL,AL,6,0,1,0,0.2,0.533,3,3,-1,OF,0.314,-0.2
975,Steve Reed,BAL,AL,0,0,0,0,,,78,67,-3,1B-3B,0.385,0.2
976,Kevin Reese*,NYY,AL,2,0,0,0,0,0.5,41,38,-8,OF,0,3.7
977,Nick Regilio,TEX,AL,0,0,0,0,,,79,0,,P,0.26,0
978,Chris Reitsma,ATL,NL,1,0,0,0,0,0,121,100,18,3B-2B-SS,0.257,
979,Desi Relaford#,COL,NL,238,1,16,3,0.224,0.627,19,10,-1,2B-SS-3B,0.212,0
980,Mike Remlinger*,TOT,MLB,0,0,0,0,,,2,0,,P,0.369,0
981,Mike Remlinger*,CHC,NL,0,0,0,0,,,81,79,-5,OF,0,-0.9
982,Edgar Renteria,BOS,AL,692,8,70,9,0.276,0.721,1,0,0,SS,0.405,0
983,Jason Repko,LAD,NL,301,8,30,5,0.221,0.665,23,23,,P,0.333,0.2
984,Chris Resop,FLA,NL,1,0,0,0,0,0,33,33,,P,0,-0.1
985,Michael Restovich,TOT,NL,126,3,8,0,0.235,0.676,41,0,,P,0,0.6
986,Michael Restovich,COL,NL,34,1,3,0,0.29,0.805,6,5,-1,C,0.29,-0.2
987,Michael Restovich,PIT,NL,92,2,5,0,0.214,0.628,4,0,,P,0.324,-0.1
988,Alberto Reyes,STL,NL,3,0,0,0,0,0.5,4,2,0,2B-SS,0.199,3.3
989,Anthony Reyes,STL,NL,4,0,0,0,0,0,29,24,,P,0,-0.4
990,Dennys Reyes,SDP,NL,5,0,0,0,0.2,0.4,1,1,0,C,0.303,
991,José Reyes#,NYM,NL,733,7,58,60,0.273,0.687,58,0,,P,0.913,2
992,Arthur Rhodes*,CLE,AL,0,0,0,0,,,2,2,,P,0.226,-0.1
993,John Riedling,FLA,NL,2,0,0,0,0,0,32,11,,P,0.397,
994,Juan Rincon,MIN,AL,0,0,0,0,,,29,29,,P,0.365,0
995,Ricardo Rincon*,OAK,AL,0,0,0,0,,,48,0,,P,0,0
996,Royce Ring*,NYM,NL,0,0,0,0,,,113,105,7,C,0,-0.1
997,Alex Rios,TOR,AL,519,10,59,14,0.262,0.703,80,0,,P,0.32,0
998,David Riske,CLE,AL,0,0,0,0,,,21,1,-2,OF,0,0
999,Luis Rivas,MIN,AL,148,1,12,4,0.257,0.627,24,20,2,OF,0.142,-0.4
1000,Juan Rivera,LAA,AL,376,15,59,1,0.271,0.77,117,105,6,SS-2B-3B-OF,0.251,-0.1
1001,Mariano Rivera,NYY,AL,0,0,0,0,,,35,20,1,3B-OF-1B-2B,0.212,0
1002,René Rivera,SEA,AL,50,1,6,0,0.396,0.929,57,0,,P,0.222,
1003,Brian Roberts#,BAL,AL,640,18,73,27,0.314,0.903,17,0,,P,0.111,
1004,Dave Roberts*,SDP,NL,480,8,38,23,0.275,0.784,21,21,,P,0.342,-0.3
1005,Nate Robertson,DET,AL,4,0,0,0,0,0,15,11,0,OF,0.228,0
1006,Oscar Robles*,LAD,NL,399,5,34,0,0.272,0.7,14,14,,P,0.259,2
1007,Fernando Rodney,DET,AL,0,0,0,0,,,151,151,-7,1B,0.179,0
1008,Alex Rodriguez,NYY,AL,715,48,130,21,0.321,1.031,5,3,0,OF,0.341,0
1009,Felix Rodriguez,NYY,AL,0,0,0,0,,,37,0,,P,0.328,-0.4
1010,Francisco Rodríguez,LAA,AL,0,0,0,0,,,19,17,1,1B,0,1.6
1011,Ivan Rodriguez,DET,AL,525,14,50,7,0.276,0.735,22,22,,P,0,-0.6
1012,John Rodriguez*,STL,NL,176,5,24,2,0.295,0.818,131,130,-7,OF,0,0
1013,Luis Rodriguez#,MIN,AL,203,2,20,2,0.269,0.718,85,83,0,1B-OF,0.376,0
1014,Ricardo Rodriguez*,TEX,AL,3,0,1,0,0.333,0.667,29,0,,P,0.226,0
1015,Wandy Rodriguez#,HOU,NL,43,0,1,0,0.15,0.34,78,0,,P,0.298,-0.5
1016,Eddie Rogers,BAL,AL,1,1,2,0,1,5,7,2,-1,C,0.357,0
1017,Kenny Rogers*,TEX,AL,3,0,1,0,0.333,1.333,7,3,-1,2B-1B,0.333,3.9
1018,Scott Rolen,STL,NL,223,5,28,1,0.235,0.706,64,0,,P,0.313,-0.1
1019,Jimmy Rollins#,PHI,NL,732,12,54,41,0.29,0.77,18,13,-4,OF,0.146,0
1020,Jason Romano,CIN,NL,34,1,3,0,0.267,0.786,27,27,,P,0.296,0.7
1021,J.C. Romero#,MIN,AL,0,0,0,0,,,11,0,,P,0.385,-0.6
1022,Mike Rose#,LAD,NL,46,1,1,0,0.209,0.586,19,11,0,OF,0.09,4.1
1023,Cody Ross,LAD,NL,26,0,1,0,0.16,0.392,67,0,,P,0,2.6
1024,David Ross,TOT,NL,138,3,15,0,0.24,0.671,155,152,14,OF,0.103,
1025,David Ross,PIT,NL,119,3,15,0,0.222,0.642,13,9,0,OF,0,0
1026,David Ross,SDP,NL,19,0,0,0,0.353,0.859,15,9,,P,0,-0.4
1027,Aaron Rowand,CHW,AL,640,13,69,16,0.27,0.736,24,12,2,SS-2B-3B-1B,0.16,0.3
1028,Kirk Rueter*,SFG,NL,37,0,1,0,0.167,0.394,12,0,,P,0.356,0
1029,Glendon Rusch*,CHC,NL,43,0,0,0,0.146,0.381,33,33,,P,0.289,-0.7
1030,B.J. Ryan*,BAL,AL,0,0,0,0,,,15,5,,P,0.365,0
1031,Mike Ryan*,MIN,AL,131,2,13,1,0.231,0.608,10,8,-1,OF,0.17,0
1032,Kirk Saarloos,OAK,AL,1,0,0,0,0,0,108,96,0,1B,0.218,0.1
1033,CC Sabathia*,CLE,AL,6,1,4,0,0.333,1.333,113,105,-1,C,0.305,0
1034,Ray Sadler,PIT,NL,8,1,1,0,0.25,0.875,13,3,,P,0.181,6.6
1035,Olmedo Saenz,LAD,NL,352,15,63,0,0.263,0.804,6,3,1,2B-3B,0.161,-0.2
1036,Alex Sanchez*,TOT,MLB,192,2,16,8,0.324,0.785,153,153,-13,2B,0.354,
1037,Alex Sanchez*,TBD,AL,145,2,13,6,0.346,0.839,7,0,,P,0.361,-0.3
1038,Alex Sanchez*,SFG,NL,47,0,3,2,0.256,0.614,44,20,,P,0.346,0
1039,Duaner Sanchez,LAD,NL,4,0,0,0,0,0,66,66,-2,OF,0.271,0
1040,Freddy Sanchez,PIT,NL,492,5,35,2,0.291,0.736,65,0,,P,0.376,-0.1
1041,Rey Sanchez,NYY,AL,48,0,2,0,0.279,0.628,22,0,,P,0.331,0.4
1042,Reggie Sanders,STL,NL,329,21,54,14,0.271,0.886,11,4,-1,1B-3B-2B,0.456,0.5
1043,Danny Sandoval#,PHI,NL,2,0,0,0,0,0,1,1,0,OF,0.91,-0.2
1044,Johan Santana*,MIN,AL,6,0,0,0,0.167,0.333,70,67,5,2B,0.187,
1045,Julio Santana,MIL,NL,1,0,0,0,0,0,62,0,,P,0.268,0.1
1046,Benito Santiago,PIT,NL,23,0,0,0,0.261,0.652,56,0,,P,0.169,1.7
1047,Jose Santiago,NYM,NL,0,0,0,0,,,76,73,-6,1B-OF,0.329,
1048,Ramon Santiago#,SEA,AL,13,0,0,0,0.125,0.542,34,0,,P,0,-0.1
1049,Victor Santos,MIL,NL,43,0,0,0,0.075,0.15,59,0,,P,0,-1
1050,Dane Sardinha,CIN,NL,3,0,0,0,0,0,15,14,,P,0,
1051,Scott Sauerbeck,CLE,AL,0,0,0,0,,,6,0,,P,0.409,0
1052,Jason Schmidt,SFG,NL,60,1,2,0,0.094,0.262,21,2,0,OF,0.165,0
1053,Steve Schmoll,LAD,NL,1,0,0,0,0,0,125,125,-6,OF,0,-1
1054,Brian Schneider*,WSN,NL,408,10,44,1,0.268,0.739,56,34,-3,C,0,0.1
1055,Scott Schoeneweis*,TOR,AL,0,0,0,0,,,23,0,,P,0,1.8
1056,Skip Schumaker*,STL,NL,26,0,1,1,0.25,0.599,67,0,,P,0.361,0
1057,Luke Scott*,HOU,NL,89,0,4,1,0.188,0.557,5,0,,P,0,0
1058,Marco Scutaro,OAK,AL,423,9,37,5,0.247,0.701,11,6,0,OF,0.343,1.1
1059,Scott Seabol,STL,NL,114,1,10,0,0.219,0.567,64,1,,P,0.34,0
1060,Rudy Seanez,SDP,NL,0,0,0,0,,,114,83,-5,OF,0.395,0
1061,Bobby Seay*,COL,NL,0,0,0,0,,,32,32,,P,0.35,-0.1
1062,Aaron Sele,SEA,AL,4,0,0,0,0,0,76,68,8,OF-1B,0.326,0
1063,Todd Self*,HOU,NL,49,1,4,0,0.2,0.561,158,158,17,OF,0.129,-0.2
1064,Jae Weong Seo,NYM,NL,34,0,4,0,0.103,0.325,57,37,1,1B-OF,0.334,0.4
1065,Richie Sexson,SEA,AL,656,39,121,1,0.263,0.91,49,49,-3,1B,0.426,0
1066,Adam Shabala*,SFG,NL,18,0,4,0,0.2,0.435,130,128,5,OF-1B,0.129,0
1067,Brian Shackelford*,CIN,NL,1,0,0,0,0,0,2,0,,P,,0
1068,Ryan Shealy,COL,NL,104,2,16,1,0.33,0.886,1,0,,P,,0
1069,Ben Sheets,MIL,NL,53,0,0,0,0.022,0.066,131,90,7,OF,,0.1
1070,Gary Sheffield,NYY,AL,675,34,123,10,0.291,0.891,40,0,,P,,0
1071,Chris Shelton,DET,AL,431,18,59,0,0.299,0.87,2,0,,P,,0.8
1072,Scot Shields,LAA,AL,1,0,0,0,0,0,24,0,,P,,0.5
1073,Kelly Shoppach,BOS,AL,16,0,0,0,0,0.063,74,0,,P,,-0.1
1074,Rick Short,WSN,NL,17,2,4,0,0.4,1.404,148,144,-2,OF,,3.9
1075,Brian Shouse*,TEX,AL,0,0,0,0,,,10,5,-2,OF,,1.9
1076,Ruben Sierra#,NYY,AL,181,4,29,0,0.229,0.636,128,122,-19,3B,,1.8
1077,Carlos Silva,MIN,AL,2,0,0,0,0,0,155,154,8,1B,,1.7
1078,Allan Simpson,TOT,NL,0,0,0,0,,,160,160,-5,SS,,
1079,Allan Simpson,COL,NL,0,0,0,0,,,26,13,,P,,
1080,Allan Simpson,CIN,NL,0,0,0,0,,,3,0,,P,,1.1
1081,Chris Singleton*,TBD,AL,68,0,11,0,0.271,0.704,7,0,,P,,0
1082,Andy Sisco*,KCR,AL,1,0,0,0,0,0,77,43,0,OF,,
1083,Grady Sizemore*,CLE,AL,706,22,81,22,0.289,0.832,31,25,-2,OF,,0
1084,Terrmel Sledge*,WSN,NL,46,1,8,2,0.243,0.726,3,2,1,2B,,0
1085,Jason Smith*,DET,AL,63,0,2,2,0.19,0.479,27,12,3,OF,,1.9
1086,Travis Smith,FLA,NL,0,0,0,0,,,52,52,2,1B,,0
1087,John Smoltz,ATL,NL,83,0,3,0,0.147,0.389,40,0,,P,,-0.7
1088,Ian Snell,PIT,NL,8,0,0,0,0,0,4,3,,P,,7.2
1089,Chris Snelling*,SEA,AL,35,1,1,0,0.276,0.831,2,0,,P,,5.9
1090,J.T. Snow*,SFG,NL,410,4,40,1,0.275,0.708,17,17,,P,,0.1
1091,Chris Snyder,ARI,NL,373,6,28,0,0.202,0.598,55,0,,P,,0
1092,Zach Sorensen#,LAA,AL,13,0,0,0,0.167,0.417,35,30,1,3B-1B,,0
1093,Alfonso Soriano,TEX,AL,682,36,104,30,0.268,0.821,81,0,,P,,-0.3
1094,Jorge Sosa,ATL,NL,35,0,0,0,0.097,0.222,33,30,,P,,-0.7
1095,Sammy Sosa,BAL,AL,424,14,45,1,0.221,0.671,1,0,0,OF,,0.1
1096,Geovany Soto,CHC,NL,1,0,0,0,0,0,68,60,5,C,,-0.4
1097,Justin Speier,TOR,AL,0,0,0,0,,,5,3,-1,OF,,0.4
1098,Ryan Speier,COL,NL,2,0,0,0,0,0,78,0,,P,,0.2
1099,Scott Spiezio#,SEA,AL,51,1,1,0,0.064,0.286,33,33,,P,,0.1
1100,Ryan Spilborghs,COL,NL,4,0,1,0,0.5,1,6,6,,P,,-0.1
1101,Junior Spivey,TOT,NL,293,7,24,9,0.232,0.693,126,123,5,1B-OF,,
1102,Junior Spivey,MIL,NL,202,5,17,7,0.236,0.682,55,41,-2,C,,0.2
1103,Junior Spivey,WSN,NL,91,2,7,2,0.221,0.719,10,0,,P,,0
1104,Russ Springer,HOU,NL,0,0,0,0,,,73,53,-4,OF,,-1.4
1105,Chris Spurling,DET,AL,0,0,0,0,,,13,0,,P,,0
1106,Matt Stairs*,KCR,AL,466,13,66,1,0.275,0.818,69,0,,P,,0
1107,Jason Standridge,TOT,MLB,0,0,0,0,,,15,13,4,OF,,0
1108,Jason Standridge,CIN,NL,0,0,0,0,,,81,0,,P,,0.5
1109,Mike Stanton*,TOT,MLB,1,0,0,0,0,0,146,143,11,SS,,-0.1
1110,Mike Stanton*,TOT,AL,0,0,0,0,,,142,141,14,2B-1B,,0.1
1111,Mike Stanton*,NYY,AL,0,0,0,0,,,14,7,,P,,-0.1
1112,Mike Stanton*,WSN,NL,1,0,0,0,0,0,50,44,-4,SS,,-0.1
1113,Tim Stauffer,SDP,NL,27,0,1,0,0.125,0.292,12,8,-1,OF,,3.6
1114,Steve Stemle,KCR,AL,0,0,0,0,,,64,60,-3,C-1B,,0.1
1115,Adam Stern*,BOS,AL,16,1,2,1,0.133,0.521,48,43,5,3B-OF-SS,,0
1116,Shannon Stewart,MIN,AL,599,10,56,7,0.274,0.711,16,0,,P,,-0.6
1117,Kelly Stinnett,ARI,NL,143,6,12,0,0.248,0.736,61,0,,P,,0
1118,Ricky Stone,CIN,NL,2,0,0,0,0,0,6,0,,P,,0
1119,Huston Street,OAK,AL,0,0,0,0,,,25,23,,P,,0.5
1120,Scott Strickland,HOU,NL,0,0,0,0,,,17,13,,P,,0
1121,Jamal Strong,SEA,AL,24,0,2,0,0.25,0.683,130,127,-3,C,,2.2
1122,Tanyon Sturtze,NYY,AL,0,0,0,0,,,7,0,,P,,7.3
1123,Cory Sullivan*,COL,NL,424,4,30,12,0.294,0.729,33,33,,P,,0.1
1124,Jeff Suppan,STL,NL,67,1,5,0,0.207,0.539,33,21,-6,SS-2B-3B,,-0.1
1125,B.J. Surhoff*,BAL,AL,321,5,34,0,0.257,0.639,2,0,0,OF,,-0.5
1126,Ichiro Suzuki*,SEA,AL,739,15,68,33,0.303,0.786,2,2,,P,,1.4
1127,Mark Sweeney*,SDP,NL,267,8,40,4,0.294,0.861,12,0,0,OF,,-0.2
1128,Mike Sweeney,KCR,AL,514,21,83,3,0.3,0.864,79,79,-4,2B,,0
1129,Nick Swisher#,OAK,AL,522,21,74,0,0.236,0.768,11,0,,P,,0
1130,So Taguchi,STL,NL,424,8,53,11,0.288,0.734,79,0,,P,,0
1131,Shingo Takatsu,TOT,MLB,0,0,0,0,,,56,34,1,2B-SS-1B-3B,,-0.2
1132,Shingo Takatsu,CHW,AL,0,0,0,0,,,65,0,,P,,0.3
1133,Shingo Takatsu,NYM,NL,0,0,0,0,,,150,144,7,SS,,3.9
1134,Jack Taschner*,SFG,NL,0,0,0,0,,,44,0,,P,,0
1135,Julian Tavarez*,STL,NL,1,0,0,0,,,6,3,,P,,0.4
1136,Willy Taveras,HOU,NL,635,3,29,34,0.291,0.666,29,25,,P,,-1
1137,Reggie Taylor*,TBD,AL,24,0,1,2,0.182,0.523,75,0,,P,,-0.1
1138,Mark Teahen*,KCR,AL,491,7,55,7,0.246,0.685,42,0,,P,,
1139,Mark Teixeira#,TEX,AL,730,43,144,4,0.301,0.954,2,0,,P,,0.2
1140,Miguel Tejada,BAL,AL,704,26,98,5,0.304,0.865,33,33,,P,,0.1
1141,Rob Tejeda,PHI,NL,25,0,0,0,0.1,0.3,66,0,,P,,0
1142,Michael Tejera*,TEX,AL,0,0,0,0,,,9,0,,P,,0
1143,Amaury Telemaco,PHI,NL,0,0,0,0,,,83,79,4,OF,,-0.1
1144,Luis Terrero,ARI,NL,184,4,20,3,0.23,0.667,41,4,,P,,0
1145,Marcus Thames,DET,AL,118,7,16,0,0.196,0.674,100,96,-5,2B-1B,,1.5
1146,Ryan Theriot,CHC,NL,14,0,0,0,0.154,0.445,67,0,,P,,0
1147,Charles Thomas*,OAK,AL,55,0,1,0,0.109,0.363,18,17,,P,,
1148,Frank Thomas,CHW,AL,124,12,26,0,0.219,0.905,109,101,0,1B,,-0.1
1149,Jim Thome*,PHI,NL,242,7,30,0,0.207,0.712,31,6,,P,,0
1150,Brad Thompson,STL,NL,7,0,0,0,0.167,0.333,29,29,,P,,0.1
1151,Derek Thompson*,LAD,NL,5,0,0,0,0,0,13,7,-2,OF,,0
1152,John Thomson,ATL,NL,36,0,2,0,0.2,0.539,17,12,4,OF,,0.1
1153,Matt Thornton*,SEA,AL,0,0,0,0,,,73,0,,P,,0
1154,Terry Tiffee#,MIN,AL,159,1,15,1,0.207,0.539,34,34,,P,,
1155,Mike Timlin,BOS,AL,0,0,0,0,,,33,33,,P,,2.4
1156,Brett Tomko,SFG,NL,67,0,5,0,0.164,0.375,1,1,,P,,0
1157,Tony Torcato*,SFG,NL,12,0,0,0,0.273,0.606,10,0,,P,,1.7
1158,Yorvit Torrealba,TOT,MLB,224,3,15,1,0.234,0.635,95,94,-14,2B,,0
